"BottleState","Barcode","iWine","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Varietal","MasterVarietal","Designation","Vineyard","Quantity","BottleSize","Location","Bin","Store","PurchaseDate","DeliveryDate","BottleCost","BottleCostCurrency","BottleNote","PurchaseNote","ConsumptionDate","ConsumptionType","ShortType","ConsumptionNote","ConsumptionRevenue","ConsumptionRevenueCurrency","BeginConsume","EndConsume"
"0","0116556028","2576104","2015","Seghesio Family Vineyards Old Vine Zinfandel","USA, California, Sonoma County","USA","California","Sonoma County","Sonoma County","Seghesio Family Vineyards","Seghesio Family Vineyards","Red","Zinfandel","Zinfandel","Old Vine Zinfandel","Unknown","1","750ml","Vinkyl (66 fl)","","Systembolaget","2019-08-08","2019-08-08","0","SEK","","","2020-08-21","Drank from my cellar","Drank","Hos Stefan","","","2018","2025"
"0","0116556473","565304","2000","Château Simard","France, Bordeaux, Libournais, St. Émilion","France","Bordeaux","Libournais","St. Émilion","Château Simard","Simard, Château ","Red","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","1","750ml","Ovanpå vinkyl","","Systembolaget","2019-08-08","2019-08-08","0","SEK","","","2020-07-23","Spoiled (corked/oxidized) but not returned","Spoiled","Smakade multna löv och papper, förmodligen för gammal.","","","9999","2018"
"0","0116410803","2783240","2016","Château Sixtine Châteauneuf-du-Pape","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","France","Rhône","Southern Rhône","Châteauneuf-du-Pape","Château Sixtine","Sixtine, Château ","Red","Red Rhone Blend","Red Rhone Blend","Unknown","Unknown","1","750ml","Vinkyl (66 fl)","6","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","2022-08-29","Drank from my cellar","Drank","","","","2020","2034"
"0","0133929249","3708849","2019","Skepparps Vingård Solaris Grand Prix","Sweden, Skåne","Sweden","Skåne","Unknown","Unknown","Skepparps Vingård","Skepparps Vingård","White","Solaris","Solaris","Grand Prix","Unknown","1","750ml","Cellar","","Systembolaget","2020-09-17","2020-09-17","0","SEK","","","2022-02-05","Drank from my cellar","Drank","","","","2021","2025"
"0","0151846852","3021682","2016","Speri Amarone della Valpolicella Classico Monte Sant'Urbano","Italy, Veneto, Valpolicella, Amarone della Valpolicella Classico","Italy","Veneto","Valpolicella","Amarone della Valpolicella Classico","Speri","Speri","Red","Corvina Blend","Corvina","Unknown","Monte Sant'Urbano","1","750ml","Cellar","","Winery","2021-10-03","2021-10-03","0","SEK","","","2022-02-05","Drank from my cellar","Drank","Mammas födelsedag 2021","","","2024","2031"
"0","0121568635","3097729","2016","La Spinetta (Rivetti) Barbera d'Asti Cà di Pian","Italy, Piedmont, Asti, Barbera d'Asti","Italy","Piedmont","Asti","Barbera d'Asti","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Barbera","Barbera","Unknown","Cà di Pian","1","750ml","Förråd","","Systembolaget","2019-12-06","2019-12-06","199","SEK","","","2022-08-11","Missing or presumed drunk","Missing","","","","2020","2028"
"0","0118687743","3238855","2016","La Spinetta (Rivetti) Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","La Spinetta (Rivetti)","Spinetta (Rivetti), La ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Ovanpå vinkyl","","Systembolaget","2019-10-04","2019-12-06","209","SEK","","Tillfälligt sortiment","2022-08-11","Missing or presumed drunk","Missing","","","","2020","2027"
"0","0116411457","3300848","2017","Weingut Tesch Löhrer Berg Riesling trocken","Germany, Nahe","Germany","Nahe","Unknown","Unknown","Weingut Tesch","Tesch, Weingut ","White","Riesling","Riesling","trocken","Löhrer Berg","1","750ml","Vinkyl (66 fl)","1","Systembolaget","2019-06-07","2019-06-07","169","SEK","","","2022-11-10","Missing or presumed drunk","Missing","","","","2019","2023"
"0","0101760934","2532271","2013","Tommasi Amarone della Valpolicella Classico","Italy, Veneto, Valpolicella, Amarone della Valpolicella Classico","Italy","Veneto","Valpolicella","Amarone della Valpolicella Classico","Tommasi","Tommasi","Red","Corvina Blend","Corvina","Unknown","Unknown","1","750ml","Cellar","","Eckerölinjen","2018-06-17","2018-06-17","219","SEK","","","2019-06-05","Drank from my cellar","Drank","Birthday dinner Daniel","","","2019","2024"
"0","0097642048","2346706","2014","Tommasi Ripasso Valpolicella","Italy, Veneto, Valpolicella, Ripasso della Valpolicella Classico Superiore","Italy","Veneto","Valpolicella","Ripasso della Valpolicella Classico Superiore","Tommasi","Tommasi","Red","Corvina Blend","Corvina","Ripasso Valpolicella","Unknown","1","750ml","Unknown","","Eckerölinjen","2018-02-17","2018-02-17","0","SEK","","","2019-08-23","Missing or presumed drunk","Missing","","","","2016","2021"
"0","0093174161","1030755","2001","Torraccia del Piantavigna Ghemme","Italy, Piedmont, Northern Piedmont, Ghemme","Italy","Piedmont","Northern Piedmont","Ghemme","Torraccia del Piantavigna","Torraccia del Piantavigna","Red","Nebbiolo Blend","Nebbiolo","Unknown","Unknown","1","750ml","Cellar","","Systembolaget","2017-10-26","2017-10-26","0","SEK","","","2018-01-26","Drank from my cellar","Drank","Med mamma och pappa","","","2013","2017"
"0","0093174194","938289","2005","Torraccia del Piantavigna Ghemme","Italy, Piedmont, Northern Piedmont, Ghemme","Italy","Piedmont","Northern Piedmont","Ghemme","Torraccia del Piantavigna","Torraccia del Piantavigna","Red","Nebbiolo Blend","Nebbiolo","Unknown","Unknown","1","750ml","Cellar","","Systembolaget","2017-10-26","2017-10-26","0","SEK","","","2019-08-09","Drank from my cellar","Drank","","","","2012","2021"
"0","0116410954","2358784","2013","Miguel Torres Carignan Vigno Cordillera","Chile, Maule Valley","Chile","Maule Valley","Unknown","Unknown","Miguel Torres","Torres, Miguel ","Red","Carignan","Carignan","Vigno Cordillera","Unknown","1","750ml","Cellar","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","2020-05-14","Drank from my cellar","Drank","","","","2019","2023"
"0","0133929389","3662049","2019","Trediberri Langhe Rosato","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Trediberri","Trediberri","Rosé","Nebbiolo Blend","Nebbiolo","Rosato","Unknown","1","750ml","Ovanpå vinkyl","","Systembolaget","2020-09-17","2020-09-17","0","SEK","","","2022-04-13","Drank from my cellar","Drank","","","","2020","2021"
"0","0104754412","2808845","2016","G.D. Vajra Dolcetto d'Alba Coste & Fossati","Italy, Piedmont, Alba, Dolcetto d'Alba","Italy","Piedmont","Alba","Dolcetto d'Alba","G.D. Vajra","Vajra, G.D. ","Red","Dolcetto","Dolcetto","Unknown","Coste & Fossati","1","750ml","Cellar","","Systembolaget","2018-09-21","2018-09-21","179","SEK","","Små partier","2018-12-28","Drank from my cellar","Drank","Lots of blueberries","","","2018","2021"
"0","0116411595","3189392","2018","G.D. Vajra Moscato d'Asti","Italy, Piedmont, Asti, Moscato d'Asti","Italy","Piedmont","Asti","Moscato d'Asti","G.D. Vajra","Vajra, G.D. ","White - Sparkling","Moscato","Muscat","Unknown","Unknown","1","750ml","Cellar","","Systembolaget","2019-07-05","2019-07-05","109","SEK","","","2019-12-31","Drank from my cellar","Drank","Nyårsafton med Sarmite, Kristina och Magnus","","","2018","2020"
"0","0133929419","3544705","2019","G.D. Vajra Rosabella","Italy, Piedmont, Vino da Tavola","Italy","Piedmont","Unknown","Vino da Tavola","G.D. Vajra","Vajra, G.D. ","Rosé","Rosé Blend","Rosé Blend","Rosabella","Unknown","1","750ml","Ovanpå vinkyl","","Systembolaget","2020-09-17","2020-09-17","0","SEK","","","2022-04-13","Drank from my cellar","Drank","","","","2020","2021"
"0","0116412021","3065372","2014","Valerio Molise Tintilia del Molise Opalia","Italy, Molise","Italy","Molise","Unknown","Molise","Valerio","Valerio","Red","Red Blend","Red Blend","Tintilia del Molise","Opalia","1","750ml","Cellar","Vägg 1","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","2022-09-30","Drank from my cellar","Drank","Med mamma","","","2018","2022"
"0","0116412020","3065372","2014","Valerio Molise Tintilia del Molise Opalia","Italy, Molise","Italy","Molise","Unknown","Molise","Valerio","Valerio","Red","Red Blend","Red Blend","Tintilia del Molise","Opalia","1","750ml","Cellar","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","2019-08-09","Drank from my cellar","Drank","Med Olof, Jim och Stefan","","","2018","2022"
"0","0116554317","2444805","2013","Villa Puccini Chianti Riserva","Italy, Tuscany, Chianti","Italy","Tuscany","Chianti","Chianti","Villa Puccini","Villa Puccini","Red","Sangiovese Blend","Sangiovese","Riserva","Unknown","1","750ml","Cellar","","Systembolaget","2019-08-08","2019-08-08","0","SEK","","","2021-04-01","Gave away as a gift","Gifted","Given to Markus Nilsson","","","2018","2021"
"0","0116412274","3047096","2016","Weinhaus Schmitz-Bergweiler Ürziger Würzgarten Riesling Kabinett trocken","Germany, Mosel Saar Ruwer","Germany","Mosel Saar Ruwer","Unknown","Unknown","Weinhaus Schmitz-Bergweiler","Weinhaus Schmitz-Bergweiler","White","Riesling","Riesling","Kabinett trocken","Ürziger Würzgarten","1","750ml","Cellar","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","2019-06-25","Drank from my cellar","Drank","","","","",""
"1","0150041801","3635407","2018","Bodegas AAlto Ribera del Duero AAlto","Spain, Castilla y León, Ribera del Duero","Spain","Castilla y León","Unknown","Ribera del Duero","Bodegas AAlto","AAlto, Bodegas ","Red","Tempranillo","Tempranillo","AAlto","Unknown","1","750ml","Wine rack Right","","Systembolaget","2021-08-18","2021-08-18","0","SEK","","","","","","","","","2023","2031"
"1","0151850003","3434910","2014","Cascina Amalia Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Cascina Amalia","Amalia, Cascina ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","tobias","2021-10-03","2021-10-03","0","SEK","","","","","","","","","2020","2027"
"1","0153862201","3881055","2019","Au Bon Climat Chardonnay Santa Barbara County","USA, California, Central Coast, Santa Barbara County","USA","California","Central Coast","Santa Barbara County","Au Bon Climat","Au Bon Climat","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2021-11-12","2021-11-12","229","SEK","","","","","","","","","2021","2024"
"1","0169573446","4250412","2020","Au Bon Climat Pinot Noir Oregon","USA, Oregon","USA","Oregon","Unknown","Oregon","Au Bon Climat","Au Bon Climat","Red","Pinot Noir","Pinot Noir","Unknown","Unknown","1","750ml","Wine rack Right","R05C08","Systembolaget","2022-11-20","2022-11-20","0","SEK","","","","","","","","","2022","2025"
"1","0169573531","4250412","2020","Au Bon Climat Pinot Noir Oregon","USA, Oregon","USA","Oregon","Unknown","Oregon","Au Bon Climat","Au Bon Climat","Red","Pinot Noir","Pinot Noir","Unknown","Unknown","1","750ml","Wine rack Right","R05C09","Systembolaget","2022-11-20","2022-11-20","0","SEK","","","","","","","","","2022","2025"
"1","0121568599","3168392","2017","Au Bon Climat Pinot Noir Santa Barbara County","USA, California, Central Coast, Santa Barbara County","USA","California","Central Coast","Santa Barbara County","Au Bon Climat","Au Bon Climat","Red","Pinot Noir","Pinot Noir","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-12-06","2019-12-06","229","SEK","","","","","","","","","2019","2023"
"1","0153862195","3965625","2019","Au Bon Climat Pinot Noir Santa Barbara County","USA, California, Central Coast, Santa Barbara County","USA","California","Central Coast","Santa Barbara County","Au Bon Climat","Au Bon Climat","Red","Pinot Noir","Pinot Noir","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2021-11-12","2021-11-12","229","SEK","","","","","","","","","2022","2026"
"1","0153862196","3965625","2019","Au Bon Climat Pinot Noir Santa Barbara County","USA, California, Central Coast, Santa Barbara County","USA","California","Central Coast","Santa Barbara County","Au Bon Climat","Au Bon Climat","Red","Pinot Noir","Pinot Noir","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2021-11-12","2021-11-12","229","SEK","","","","","","","","","2022","2026"
"1","0130609647","3224472","2015","Azelia Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Azelia","Azelia","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","tobias","2020-06-25","2020-06-25","0","SEK","","","","","","","","","2022","2029"
"1","0097642041","2347380","2011","Castello Banfi Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Castello Banfi","Banfi, Castello ","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2018-02-17","2018-02-17","289","SEK","","","","","","","","","2018","2026"
"1","0165619997","2867010","2016","Castello Banfi Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Castello Banfi","Banfi, Castello ","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-14","2022-08-14","0","SEK","","","","","","","","","2023","2034"
"1","0165619998","2867010","2016","Castello Banfi Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Castello Banfi","Banfi, Castello ","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-14","2022-08-14","0","SEK","","","","","","","","","2023","2034"
"1","0093174010","2110147","2014","La Bastide Blanche Bandol","France, Provence, Bandol","France","Provence","Unknown","Bandol","La Bastide Blanche","Bastide Blanche, La ","Red","Mourvèdre Blend","Mourvèdre","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2017-10-26","2017-10-26","0","SEK","","","","","","","","","2019","2026"
"1","0093163312","2366946","2013","Bodegas Benjamin de Rothschild & Vega Sicilia Rioja Macan Clásico","Spain, La Rioja, Rioja","Spain","La Rioja","Unknown","Rioja","Bodegas Benjamin de Rothschild & Vega Sicilia","Benjamin de Rothschild & Vega Sicilia, Bodegas ","Red","Tempranillo","Tempranillo","Macan Clásico","Unknown","1","750ml","Wine rack Right","","Systembolaget","2017-10-20","2017-10-20","299","SEK","","","","","","","","","2020","2030"
"1","0121568142","3252090","2017","Bergström Chardonnay Old Stones","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Bergström","Bergström","White","Chardonnay","Chardonnay","Old Stones","Unknown","1","750ml","Wine rack Left","","Systembolaget","2019-11-08","2019-11-08","269","SEK","","Tillfälligt sortiment","","","","","","","2019","2023"
"1","0135577732","3596511","2018","Bergström Chardonnay Old Stones","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Bergström","Bergström","White","Chardonnay","Chardonnay","Old Stones","Unknown","1","750ml","Wine rack Left","","Systembolaget","2020-10-20","2020-10-20","259","SEK","","Tillfälligt sortiment","","","","","","","2020","2024"
"1","0166833304","2512910","2013","Bodegas Beronia Rioja Gran Reserva","Spain, La Rioja, La Rioja Alta, Rioja","Spain","La Rioja","La Rioja Alta","Rioja","Bodegas Beronia","Beronia, Bodegas ","Red","Tempranillo Blend","Tempranillo","Gran Reserva","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-09-19","2022-09-19","139","SEK","","","","","","","","","2021","2025"
"1","0166833306","2512910","2013","Bodegas Beronia Rioja Gran Reserva","Spain, La Rioja, La Rioja Alta, Rioja","Spain","La Rioja","La Rioja Alta","Rioja","Bodegas Beronia","Beronia, Bodegas ","Red","Tempranillo Blend","Tempranillo","Gran Reserva","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-09-19","2022-09-19","139","SEK","","","","","","","","","2021","2025"
"1","0166833305","2512910","2013","Bodegas Beronia Rioja Gran Reserva","Spain, La Rioja, La Rioja Alta, Rioja","Spain","La Rioja","La Rioja Alta","Rioja","Bodegas Beronia","Beronia, Bodegas ","Red","Tempranillo Blend","Tempranillo","Gran Reserva","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-09-19","2022-09-19","139","SEK","","","","","","","","","2021","2025"
"1","0093174545","2629054","2013","Enzo Boglietti Barolo Boiolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Enzo Boglietti","Boglietti, Enzo ","Red","Nebbiolo","Nebbiolo","Unknown","Boiolo","1","750ml","Wine rack Right","","Italy","2017-10-26","2017-10-26","0","SEK","","","","","","","","","2022","2027"
"1","0151845961","4092463","2017","Enzo Boglietti Barolo Del Comune di La Morra","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Enzo Boglietti","Boglietti, Enzo ","Red","Nebbiolo","Nebbiolo","Unknown","Del Comune di La Morra","1","750ml","Wine rack Right","","Winery","2021-10-03","2021-10-03","28","EUR","","","","","","","","","2023","2035"
"1","0151845960","4092463","2017","Enzo Boglietti Barolo Del Comune di La Morra","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Enzo Boglietti","Boglietti, Enzo ","Red","Nebbiolo","Nebbiolo","Unknown","Del Comune di La Morra","1","750ml","Wine rack Right","","Winery","2021-10-03","2021-10-03","28","EUR","","","","","","","","","2023","2035"
"1","0151846144","3603006","2016","Enzo Boglietti Barolo Fossati","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Enzo Boglietti","Boglietti, Enzo ","Red","Nebbiolo","Nebbiolo","Unknown","Fossati","1","750ml","Wine rack Right","","Winery","2021-10-03","2021-10-03","32","EUR","","","","","","","","","2023","2038"
"1","0130598897","1581731","2005","Enzo Boglietti Barolo Riserva","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Enzo Boglietti","Boglietti, Enzo ","Red","Nebbiolo","Nebbiolo","Riserva","Unknown","1","750ml","Wine rack Right","R20C02","tobias","2020-06-25","2020-06-25","0","SEK","2","","","","","","","","2022","2032"
"1","0130598896","1581731","2005","Enzo Boglietti Barolo Riserva","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Enzo Boglietti","Boglietti, Enzo ","Red","Nebbiolo","Nebbiolo","Riserva","Unknown","1","750ml","Wine rack Right","R20C01","tobias","2020-06-25","2020-06-25","0","SEK","1","","","","","","","","2022","2032"
"1","0093174461","2473151","2015","Enzo Boglietti Dolcetto d'Alba Tiglineri","Italy, Piedmont, Alba, Dolcetto d'Alba","Italy","Piedmont","Alba","Dolcetto d'Alba","Enzo Boglietti","Boglietti, Enzo ","Red","Dolcetto","Dolcetto","Unknown","Tiglineri","1","750ml","Wine rack Right","","Italy","2017-10-26","2017-10-26","0","SEK","","","","","","","","","2017","2022"
"1","0151846275","3997993","2019","Enzo Boglietti Langhe Chardonnay","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Enzo Boglietti","Boglietti, Enzo ","White","Chardonnay","Chardonnay","Unknown","Unknown","1","1.5L","Wine rack Left","","Winery","2021-10-03","2021-10-03","20","EUR","","","","","","","","","",""
"1","0118044949","3116265","2015","Gianfranco Bovio Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Gianfranco Bovio","Bovio, Gianfranco ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2019-09-11","2019-09-15","0","SEK","","At winery","","","","","","","2023","2035"
"1","0118044950","3116265","2015","Gianfranco Bovio Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Gianfranco Bovio","Bovio, Gianfranco ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2019-09-11","2019-09-15","0","SEK","","At winery","","","","","","","2023","2035"
"1","0116410760","2856299","2016","Bréchet Famille Lirac Plateau des Chenes","France, Rhône, Southern Rhône, Lirac","France","Rhône","Southern Rhône","Lirac","Bréchet Famille","Bréchet Famille","Red","Red Rhone Blend","Red Rhone Blend","Plateau des Chenes","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2020","2026"
"1","0116552958","3032627","2012","Brigaldara Amarone della Valpolicella Cavolo","Italy, Veneto, Valpolicella, Amarone della Valpolicella","Italy","Veneto","Valpolicella","Amarone della Valpolicella","Brigaldara","Brigaldara","Red","Corvina Blend","Corvina","Cavolo","Unknown","1","750ml","Wine rack Right","","Italy","2019-08-08","2019-08-08","0","SEK","","","","","","","","","2018","2024"
"1","0101804664","2875095","2014","Buena Vista Pinot Noir Carneros","USA, California, Napa / Sonoma, Carneros","USA","California","Napa / Sonoma","Carneros","Buena Vista","Buena Vista","Red","Pinot Noir","Pinot Noir","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2018-06-18","2018-06-18","0","SEK","","Present från Camilla och Johan","","","","","","","2020","2026"
"1","0133929363","3214771","2016","Cà dei Frati Tre Filer Vino da Tavola","Italy, Lombardia, Vino da Tavola","Italy","Lombardia","Unknown","Vino da Tavola","Cà dei Frati","Cà dei Frati","White - Sweet/Dessert","Turbiana","Verdicchio","Tre Filer","Unknown","1","750ml","Wine rack Left","","Winery","2020-09-17","2020-09-17","0","SEK","","","","","","","","","2020","2040"
"1","0116555923","3018074","2015","Ca' del Baio Barbaresco Autinbej","Italy, Piedmont, Langhe, Barbaresco","Italy","Piedmont","Langhe","Barbaresco","Ca' del Baio","Ca' del Baio","Red","Nebbiolo","Nebbiolo","Autinbej","Unknown","1","750ml","Wine rack Right","","Italy","2019-08-08","2019-08-08","0","SEK","","","","","","","","","2021","2030"
"1","0116552510","2929703","2016","Ca' del Baio Langhe Nebbiolo Bric del Baio","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Ca' del Baio","Ca' del Baio","Red","Nebbiolo","Nebbiolo","Bric del Baio","Unknown","1","750ml","Wine rack Right","","Italy","2019-08-08","2019-08-08","0","SEK","","","","","","","","","2021","2027"
"1","0165620049","4047389","2019","Ca' Marcanda (Gaja) Promis Toscana IGT","Italy, Tuscany, Toscana IGT","Italy","Tuscany","Unknown","Toscana IGT","Ca' Marcanda (Gaja)","Ca' Marcanda (Gaja)","Red","SuperTuscan Blend","SuperTuscan Blend","Promis","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-14","2022-08-14","0","SEK","","","","","","","","","2024","2030"
"1","0118061488","3404595","2012","Carlo Revello & Figli Barolo Conca","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Carlo Revello & Figli","Carlo Revello & Figli","Red","Nebbiolo","Nebbiolo","Unknown","Conca","1","750ml","Wine rack Right","R20C03","Italy","2019-09-11","2019-09-16","40","EUR","","Wine not?","","","","","","","2018","2029"
"1","0150041723","3394567","2015","Casanova di Neri Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Casanova di Neri","Casanova di Neri","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2021-08-18","2021-08-18","449","SEK","Present från Stefan, Olof och Jim","","","","","","","","2023","2034"
"1","0165619756","2654593","2015","Castiglion del Bosco Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Castiglion del Bosco","Castiglion del Bosco","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-14","2022-08-14","0","SEK","","","","","","","","","2022","2033"
"1","0169017321","4209104","2019","Château Cazal Viel Chardonnay Laurent Miquel Côte 228 Pech Clamensou","France, Languedoc Roussillon","France","Languedoc Roussillon","Unknown","Unknown","Château Cazal Viel","Cazal Viel, Château ","White","Chardonnay","Chardonnay","Laurent Miquel Côte 228 Pech Clamensou","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","","2023"
"1","0133929502","3681212","2017","Celliers d'Orfée Corbières Cuvée Sextant","France, Languedoc Roussillon, Languedoc, Corbières","France","Languedoc Roussillon","Languedoc","Corbières","Celliers d'Orfée","Celliers d'Orfée","Red","Red Blend","Red Blend","Cuvée Sextant","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-09-17","2020-09-17","0","SEK","","","","","","","","","2025","2030"
"1","0116411585","3088879","2017","Domaine du Chateau de Meursault Savigny-lès-Beaune Blanc","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune","Domaine du Chateau de Meursault","Chateau de Meursault, Domaine du ","White","Chardonnay","Chardonnay","Blanc","Unknown","1","750ml","Wine rack Left","","Systembolaget","2019-08-05","2019-08-05","339","SEK","","Avtackning Metro","","","","","","","2020","2023"
"1","0116554176","2831716","2014","Cigliuti Barbaresco Vie Erte","Italy, Piedmont, Langhe, Barbaresco","Italy","Piedmont","Langhe","Barbaresco","Cigliuti","Cigliuti","Red","Nebbiolo","Nebbiolo","Vie Erte","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-08","2019-08-08","0","SEK","","","","","","","","","2022","2031"
"1","0100400845","2904703","2015","Cigliuti Barbera d'Alba Serraboella","Italy, Piedmont, Alba, Barbera d'Alba","Italy","Piedmont","Alba","Barbera d'Alba","Cigliuti","Cigliuti","Red","Barbera","Barbera","Unknown","Serraboella","1","750ml","Wine rack Right","","Systembolaget","2018-05-05","2018-05-05","0","SEK","","","","","","","","","2017","2022"
"1","0166128496","3526385","2018","Cline Cellars Zinfandel Old Vines Lodi","USA, California, Central Valley, Lodi","USA","California","Central Valley","Lodi","Cline Cellars","Cline Cellars","Red","Zinfandel","Zinfandel","Old Vines","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-29","2022-08-29","74","SEK","","","","","","","","","2020","2022"
"1","0101468183","2607691","2015","Clos du Mont-Olivet Châteauneuf-du-Pape","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","France","Rhône","Southern Rhône","Châteauneuf-du-Pape","Clos du Mont-Olivet","Clos du Mont-Olivet","Red","Red Rhone Blend","Red Rhone Blend","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2018-06-07","2018-06-07","0","SEK","","","","","","","","","2019","2029"
"1","0121568036","2301191","2012","Tenuta Col d'Orcia Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Tenuta Col d'Orcia","Col d'Orcia, Tenuta ","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-12-06","2019-12-06","0","SEK","Trälåda","","","","","","","","2019","2028"
"1","0150041882","3500602","2015","Tenuta Col d'Orcia Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Tenuta Col d'Orcia","Col d'Orcia, Tenuta ","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2021-08-18","2021-08-18","0","SEK","","","","","","","","","2022","2033"
"1","0165514731","3493515","2012","Conti Sertoli Salis Valtellina Superiore Capo di Terra","Italy, Lombardia, Valtellina, Valtellina Superiore","Italy","Lombardia","Valtellina","Valtellina Superiore","Conti Sertoli Salis","Conti Sertoli Salis","Red","Nebbiolo","Nebbiolo","Capo di Terra","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-11","2022-08-11","0","SEK","","","","","","","","","2020","2024"
